項目別,意味別,備考,見出し,,音韻,トーン,品詞,ページ,分類,意味,同義語など,活用,語源,音変化,関連語,追加情報,例文１,訳１,例文２,訳２,例文３,訳３,,,,,,,,,,,,,,,,
1413,1,,ふとぅんてぃら,,[huTuNTira],,(名詞),239,,束子(たわし)。,,,,,,,【例】なびらぬ ふとぅんてぃら,〈ヘチマの束子〉,,,,,,,,,,,,,,,,,,,,
1414,1,,ぶない,,[bunai],,(名詞),239,,姉妹。男から言う語。,〔対〕びぎ,,(語源)沖縄方言ウゥ ナイ /wun ai/ に対応。,[wonari>bonai>bunai],(関連用語)すだぶない〈年上の姉妹〉/う とぅとぅぶない〈年下の姉妹〉,,【例】すだぶないや ぶらぬん。 うとぅとぅ ぶないんか゚どぅ ぶる,〈姉はいない。妹がいる〉,,,,,,,,,,,,,,,,,,,,
1415,1,,ふに,,[huni],C,(名詞),239,,骨(ほね)。,,,(語源) 日本語ホネ〈骨〉に対応。,[pone>hone>huni],(関連用語)亡くなった人の骨〈亡 くなった人の骨を「んにとぅぬ ふち」という。「ふに」でなく「星(ふち)」になる,,【例】 い ゆ ぬ   ふ に   ぬ ん か ま い て ぃ   い さ ぬ や ん き   ひ た る=くとぅ あいどぅ=ぶる,〈魚の骨を喉に引っかからせて医院に行ったことがある〉,ふに ぶい しかま きたや ‘とぅー=まさいに たたりるんどー,〈骨を折って(=真面目に)仕事すれば他人よりよい生活ができるよ〉,,,,,,,,,,,,,,,,,,
1416,1,,ぶぬ,,[bunu],,(名詞),240,,斧(おの)の総称。てぃむぬばいぶぬ(薪割り斧)、だましぶぬ(山斧)など。,,,(語源)日本語オノ〈斧〉に対応。,[wono>bono>bunu],,,【例】 まいさる てぃむぬや ぶぬし あがし ばい=ぶたる,〈大きな薪は斧を使って裂き割っていた〉,,,,,,,,,,,,,,,,,,,,
1417,1,,ぶはり,,[buhari],,(名詞),240,,大雨の後、雨が小降りになること〈小晴れ〉の意。,,,(語源)奄美(与 論)方言フバリュ ン /hubaryuN/〈小降りになる〉に対応。,[wopare>bohare>bu hari],,,【例】ぶはり なんさい。 あみ だむ=はでぃど,〈小降りになってきた。雨は止むはずよ〉,,,,,,,,,,,,,,,,,,,,
1418,1,,ぶはりるん,,[buharir-],,(動詞),240,,大雨の後、雨が小降りになる。〈小晴れる〉の意。,,,(語源)奄美(与論)方言フバリュ ン /hubaryuN/〈小降りになる〉に対応。,[wopare>bohare>buhari],,,【例】あみ ぶはるんどー,〈雨が小降りになったよ(ほとんど降っていないよ)〉,,,,,,,,,,,,,,,,,,,,
1419,1,,ぶぶ,,[bubu],,(名詞),240,,瀉血(しゃけつ)。「ぷぷ」とも。治療のために血を抜く民間療法。発熱や化膿した時に行う。,,,,,,,【例】 う ぬ   だ み や   う て ぃ=か た な   き ー   ぶ ぶ   き た や   ぬるんどー,〈この病気はカミソリを当てて瀉血すると治るよ〉,,,,,,,,,,,,,,,,,,,,
1420,1,,ぷむん,,[Pum-],,(動詞),240,,しゃぶる。,,,,,,,【例】あがみ なてぃ=ぶんがら ちー ぷまみてぃ しかま  きり,〈子供が泣いているから乳をしゃぶらせ仕事しなさい〉,,,,,,,,,,,,,,,,,,,,
1421,1,,ふむんたい,,[humuNTai],A,(動名詞),240,,燻(くすぶ)ること。,,,,,,,【例】てぃむぬんか゚ ふむんたい。 きぶんつぁ ならぬ んすや,〈薪が燻っている。煙たくてならない〉,,,,,,,,,,,,,,,,,,,,
1422,1,,ふゆ,,[huyu],A,(名詞),240,〔季節〕,冬。(1)(2)月~翌(2)月頃をいう。,,,(語源) 日本語フユ〈冬〉に対応。,,,,【例】 だ ま と ぅ が ら   ん で ゃ   ば ん た =ちまぬ ふゆんたや ふゆんでぃや んだにぬんてぃら,〈本土からいえば、我々の島の冬などは冬とはいえないね〉,ふゆや ひさぬ,〈冬は寒い〉,,,,,,,,,,,,,,,,,,
1423,1,,ふゆん,,[huyuN],A,(名詞),241,,怠け者。物ぐさ。無精者。,,,(語源)古語フヨウ〈不用・怠惰〉に対応。,[puyou>huy uu>huyuN],,,【例】かりや ふゆん=ばがいどぅ きー=ぶる,〈彼は怠けてばかりいる〉,ふゆん きんか゚しや いー はにぬんど,〈怠けたら ご飯は食べられないよ〉,,,,,,,,,,,,,,,,,,
1424,1,,ふらみ,,[hurami],A,(動名詞),241,,暗くなること。,〔類〕ふらんだまい。,,,,,,【例】きっつぁ ふらみ=すんすや,〈こんな早く暗くなるとは〉,,,,,,,,,,,,,,,,,,,,
1425,1,,ふらむん,,[huram-],,(動詞),241,,暗くなること。,,,,,,,【例】てぃんや ふらみ はでぃみ,〈空が暗くなり始めた〉,,,,,,,,,,,,,,,,,,,,
1426,1,,ふらんだまい,,[huraNdamai],,(動名詞),241,,曇っていること。今にも雨が降りそうな様子。,,,,,,,【例】はいばたぬ てぃん ふ らんだまい=ぶんそ。 まい したた ちでぃみり,〈南の空が曇ってきたぞ。(干してある)お米を早く片付けなさい〉,ふらんだまい=すんすや あみ  ふるんでぃてぃら,〈薄暗くなってきたけど、雨が降るかもね〉,,,,,,,,,,,,,,,,,,
1427,1,,ぶり,,[buri],,(名詞),241,,無礼。,,,(語源)日本語ブレイ〈無礼〉に対応。,[burei>buri],,,【例】ぶり きみとぅらい,〈無礼させてください〉,,,,,,,,,,,,,,,,,,,,
1428,1,,ふりとぅ,,[huriTu],,(名詞),241,,気違い。精神状態が正常でないこと。,,,,,,,【例】ぬ-。くぬ ふりむぬ こー,〈なに。お前、気でも触れたか〉,ふりとぅ ない はいん にちん ばがらぬん,〈気 違いになって南も北も分からない〉,ふりむぬ,〈(冗談で)馬鹿だなあ〉,,,,,,,,,,,,,,,,
1429,1,,ふりや,,[huriya],,(名詞),241,,便所。大小便をするための場所。「ふるや」とも。,,,,,,,【例】ふりやんき ひぶさる  ‘とぅや いててぃ こー,〈トイレに行きたい人は行ってきなさい〉,,,,,,,,,,,,,,,,,,,,
1430,1,,ぶりるん,,[burir-],,(動詞),241,,(~が)折れる。,,,(語源)日本語オレル(ヲレル〈)折れる〉に対応。,[wore->bore(r)->burir-],,,【例】うゆびぬ ふに ぷり=みぬばん,〈指の骨が折れた〉,,,,,,,,,,,,,,,,,,,,
1431,1,,ふりんがるん,,[huriNgar-],,(動詞),241,,震(ふる)える。,,,,,,,【例】んだ くい ふりんがいどぅ=ぶる。 ちむ んとぅしりー,〈あなたの声、震えているよ。気を鎮めなさい〉,,,,,,,,,,,,,,,,,,,,
1432,1,,ぶる,,[buru],,(名詞),242,,皆。全部。全て。「ぶーる」とも。,,,(語源)日本語モロ〈諸〉に対応。 ,[*boro>buru],,,【例】でぃん ぶる ‘かい= ‘かってぃ=み ぬんすや,〈お金を全部使い切ってしまった〉,,,,,,,,,,,,,,,,,,,,
1433,1,,ぶるさ,,[burusa],,(名詞),242,,塊(かたまり)。,,,(語源)沖縄方言 ムルシ /(1)murusi/ に対応。,[morosi-a>borosya>burusa],,,【例】あんか゚ あがみてぃ あるたや ふるさたぬ ‘とぅぶる さ あらーぐ あたら-きてぃどぅ はい=ぶたるどー,〈私が幼い頃は黒糖の一塊をとても大事に食べていたよ〉, ‘とぅぶるさ,〈一塊〉,,,,,,,,,,,,,,,,,,
1434,1,,ふるさた,,[hurusaTa],B,(名詞),242,,黒糖(こくとう)。黒砂糖。,,,(語源)クロサトウ〈黒砂糖〉に対応。,[kurosatau>hurosata>hurusaTa],,,【例】ふるさたや あまだがら ‘くらりるんど,〈黒糖はサトウキビから作られるよ〉,,,,,,,,,,,,,,,,,,,,
1435,1,,ぶるさてぃ,,[burusaTi],,(名詞),242,,小さな塊。「ぶるさ」〈塊〉に指小辞「~てぃ」が付いた形。,,,,,,,【例】さたぬ ぶるさてぃ あぬんき とぅらし=んに,〈砂糖の小塊を私にください〉,,,,,,,,,,,,,,,,,,,,
1436,1,,ふるつ,,[huruCu],C,(名詞),242,,垢(あか)〈フロ糞〉の意か。,,,,,,,【例】みん あみたや はがら ふるつ うとぅし あみりよ,〈水浴びしたらしっかりと垢を落とし浴びなさいよ〉,,,,,,,,,,,,,,,,,,,,
1437,1,,ふるや,,[huruya],,(名詞),242,,便所。大小便をするための場所。「ふりや」とも/豚小屋。,,,(語源)沖縄方言フル /(0)huru/ に対応。 日本語フロ〈風呂〉と同源か。,[puroya>huroya>huruya],,,【例】わーふるやんき わーぬ  あがみてぃ いりゃるゆんがら はまい はみりよ,〈豚便所に子豚を入れたから餌を食べさせなさいよ〉,,,,,,,,,,,,,,,,,,,,
1438,1,,ぶるん,,[bur-],,(動詞),242,,〔他〕(~を)折る。,,,(語源)日本語オル(ヲル)〈折る〉に対応。,[wor->bor->bur-],,,【例】どぅだ ぶい,〈枝を折る〉,あがみんか゚ むんどぅ=きー かんな ぶい=みぬんすや,〈子供がけんかをして腕を折ってしまった〉,,,,,,,,,,,,,,,,,,
1439,1,,ぷるん,,[Pur-],,(動詞),243,,吸う。しゃぶる。,,,,,,,【例】あがみ ながんな。 ちー ぷらみり,〈赤ちゃんを泣かすな。お乳を吸わせなさい〉,,,,,,,,,,,,,,,,,,,,
1440,1,,ふん,1,[huN], ,(名詞),243,,釘。「くん」「くでぃ」とも。舟を造る時の木材用の釘。現在の釘は「うんか゚にん」「ういがに」という。,,,(語源)日本語クギ〈釘〉に対応。,[kugi>huzi>hudi>huN],,,【例】うんか゚にん むてぃ こー,〈釘を持ってこい〉,か らしき とぅみるりゃ くぅわるーき いらび、ふん しくんきれ,〈広小舞 (瓦を留める平板)をたる木に留めるので、堅い木で釘を準備しなさい〉,ふん うってぃ=とぅらしんに,〈釘を打ってください〉,,,,,,,,,,,,,,,,
1442,1,,ふん,3,[ha-],B,(動詞),244,,(植物の蔓などが)這(は)う。,,,(語源)日本語ハウに対応。,[paw->ha'->ha-],,,【例】カンダ かまくま はいぶんすや,〈カズラがあちらこちらにと這っているね〉,,,,,,,,,,,,,,,,,,,,
1443,1,〔他動詞〕要検討。,ふん,4,[hus-],A,(動詞),244,,〔他動詞〕(~を)閉める。閉じる。,,,,,,,【例】ひーさんがら だどぅ ふい,〈寒いから戸を閉めろ〉,,,,,,,,,,,,,,,,,,,,
1444,1,,ふん,5,[hus-],B,(動詞),244,,干(ほ)す。,,,(語源)日本語ホス〈干す〉に対応。,[pos->hos-],,,【例】てぃだんき ふい,〈太陽に干しなさいよ〉,,,,,,,,,,,,,,,,,,,,
1445,1,,〜ぶん,,[bur-],A,(助動詞),244,,~(て)いる。動詞の連用形に接続し、進行や結果の残存を表す。動詞「ぶん」が助動詞化したもの。,,,,,,,【例】ぬー きー=ぶたんか゚?,〈何をしていたの?〉, ひびだんか゚ ‘とぅむてぃがら ‘たー なてぃ=ぶん,〈山羊が朝からずっと鳴 いている〉,,,,,,,,,,,,,,,,,,
1447,1,,〜ぶんかん,,[buNKas-],,(助動詞),245,,~(て)しまう。動詞「ぶんかん」〈放る〉の助動詞化したもの。,,,,,,,【例】つーま いんく゚りさびてぃ んびるみ きでぃ ‘きー=ぶんかし,〈大便をするのに難儀して肛門を傷つけてしまったよ〉,いちぶぐんき はん きっとぅし  でぃどぅりてぃ ちでぃんか はでぃ=ぶんかし,〈石に足を引っかけ、つま づいて肘をはいでしまったよ(なんということをしてしまったのか)〉,,,,,,,,,,,,,,,,,,
1448,1,,ぶんぎるん,,[buNgir-],,(動詞),245,,化膿(かのう)する。,,,,,,,【例】 あ し ぶ ば   う ん に   ぶ ん ぎ み て ぃ   ‘ か っ て ぃ=う とぅてぃ あんすや,〈おできをこんなに膿ませて放っておいてあるとは〉, ぐまたてぃぬ きでぃんか゚どぅ うんに ぶんぎ=みぬん,〈小さな傷口がこ うも膿んでしまった〉,,,,,,,,,,,,,,,,,,
1449,1,,ふんだい,,[huNdai],,(名詞),245,,甘(あま)えること。,,,,,,,【例】 う と ぅ と ぅ   あ が み や   あ ぶ た ん き   ふ ん だ い   きるん,〈一番下の子がお母さんに甘える〉,,,,,,,,,,,,,,,,,,,,
1450,1,,ぶんでぃ,,[buNdi],A,(名詞),245,,恩義(おんぎ)。,,,(語源)日本語オンギ〈恩義〉に対応。,[*woNgi>boNzi>buNdi],,,【例】‘とぅぬ ぶんでぃや ばっちんなよ,〈人の恩義は忘れるなよ〉,,,,,,,,,,,,,,,,,,,,
1451,1,,ほー,,[ho],,(感動詞),245,,(1)呆れた。(2)驚いた,,,,,,,【例】ほー、たまち てぃんき とぅび=ひゅん,〈ほー、魂が天に飛んでいった〉,,,,,,,,,,,,,,,,,,,,
1451,2,,ほー,,[ho],,(感動詞),245,,感心した。,,,,,,,【例】ほ-、すらさんすや,〈ほー、立派だね〉,,,,,,,,,,,,,,,,,,,,
1452,1,,まー,1,[ma], ,(名詞),245,,最期。今際(いまわ)。,,,,,,,【例】まーんでぃ ないどぅ=わる,〈最期になっていらっしゃる〉,,,,,,,,,,,,,,,,,,,,
1453,1,,まー,2,[ma], ,(副詞),246,,もう。,,,,,,,【例】まー いしゃん,〈もうやった〉,まー いびたてぃ,〈もう少し〉 ,まー うがらてぃ,〈もうそこまで〉,まー うし んさな?,〈もうそれで 良いか?〉,まー しゃんさい,〈もう少しだ〉,まー すっとぅ,〈もう少し〉 ,まー みぬん,〈もうない〉,まー んさんでぃ んどぅた むてぃ=ぶり,〈もうよいというまで持っていろ〉,,,,,,
1454,1,,まー,3,[ma], ,(感動詞),246,,さあ。では。,,,,,,,【例】ぶーる いしゃん。 まー ないや んだ ばん,〈皆やった。さあ今度は君の番だ〉,,,,,,,,,,,,,,,,,,,,
1455,1,,まーしく,,[masiKu],,(副詞),246,,たくさん。,,,,,,,【例】あぬんき まーしく とぅらいよ,〈僕にたくさんくれよ〉, むぬや まーしく あるゆんがら しば きんな,〈物はたくさんあるから心 配するな〉,,,,,,,,,,,,,,,,,,
1456,1,,まーてぃ,,[maTi],,(副詞),246,,とても。大変。,,,,,,,【例】 か ぬ と ぅ や   ま ー て ぃ   ひ ら い=だ っ つ ぁ ん ど ー ,〈あの人はとても付き合いやすいですよ〉,かりんか゚ あぶたや まーてぃ まり あびゃる ‘とぅどぅ あったる,〈彼のお母さんはとても容姿の美しい人だっ た〉,,,,,,,,,,,,,,,,,,
1457,1,,まーびん,,[mabiN],,(副詞),246,,もう少し。もっと。「まびん」、「まーみん」とも。,,,,,,,【例】 ま ー び ん   ば ぎ=と ぅ らい,〈もっと分けてください〉,まーびん べんきょー きらぬとぅ うや びぬ がっくんき ひらにぬんどー,〈もっと勉強しないと上の学校に行けな いよ。(= 進学できないよ)〉,,,,,,,,,,,,,,,,,,
1458,1,,まーみん,,[mabiN],,(副詞),246,,もう少し。もっと。「まーびん」とも。,,,,,,,【例】まーみん はいてぃ ひり,〈もう少し食べて行きなさい〉,,,,,,,,,,,,,,,,,,,,
1459,1,,まーるむぬ,,[marumunu],,(名詞),246,,(1)おいしいもの。,,,,,,,【例】あんか゚ はでぃみてぃ ラムネ ぬみたる=ばすに  うんに まーるむぬんか゚ あんすやーんでぃ うむたん,〈私が初めてラムネを飲んだとき、こんなにおいしいものがあるのかと思った〉,,,,,,,,,,,,,,,,,,,,
1459,2,,まーるむぬ,,[marumunu],,(名詞),246,,料理〈おいしいもの〉の意。,,,,,,,【例】どぅちんたんか゚ まーしく どぅるんでぃ あいてぃ  うぬ ‘とぅんたぬ まーるむぬ ‘くるんでぃ みーふっきら とぅび=ぶ る,〈友達が大勢来るというので、その人たちの料理を作るので多忙を極めている〉,,,,,,,,,,,,,,,,,,,,
1460,1,,まい,1,[mai],A,(名詞),247,,稲。米。精米する前の米。,,,(語源)日本語マイ〈米〉に対応。,,,,【例】 ま い   ふ し=ぶ り ゃ   は ど ぅ や   う い よ ,〈稲を干しているからスズメを追っ払いなさいよ〉,,,,,,,,,,,,,,,,,,,,
1461,1,,まい,2,[mai],C,(名詞),247,,前。,,,(語源)日本語マエ〈前〉に対応。,[mawe>ma'e>mai],,,【例】んだ まいぬ ‘とぅや たーや?,〈あなたの前の人は誰だ?〉,,,,,,,,,,,,,,,,,,,,
1462,1,,まいさん,,[maisaN],C,(形容詞),247,,大きい。,,,(語源)沖縄方言マギサン /magisaN/〈大きい〉に対応。,[magesaN>ma' esaN>maisaN],,,【例】あまてぃ んなぬたし うんに まいさぐ なんすや,〈少し見ない間にこんなに大きくなったんだね〉,かりんか゚ かんなや まいさん,〈彼 の腕は大きい〉,まんどぅいや まいさぐ ない,〈パパイヤが大きくなる〉 ,かぬとぅや むぬ はぬ=はでゃんか゚ さぎや ‘とぅか まいさぐ ぬ みどぅ きるてぃら,〈あの人はご飯を食べないだろうが、酒は人より飲むん だろう〉,まいさる ‘とぅんか゚どぅ かとぅ=はでぃや,〈大きい人が勝つだ ろうね〉,,,,,,,,,,,,
